SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22021,1630208,0022101196,"APR 07, 2022",CHA vs. ORL,W,5,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,5,1
22021,1630208,0022101084,"MAR 23, 2022",CHA vs. NYK,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1
22021,1630208,0022101059,"MAR 19, 2022",CHA vs. DAL,W,4,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,0,0,-9,1
22021,1630208,0022100981,"MAR 09, 2022",CHA vs. BOS,L,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22021,1630208,0022100826,"FEB 09, 2022",CHA vs. CHI,L,13,3,3,1.0,0,0,0.0,3,4,0.75,1,0,1,0,0,0,0,1,9,-1,1
22021,1630208,0022100797,"FEB 05, 2022",CHA vs. MIA,L,12,0,1,0.0,0,0,0.0,1,2,0.5,1,1,2,1,0,0,0,2,1,4,1
22021,1630208,0022100752,"JAN 30, 2022",CHA vs. LAC,L,3,0,1,0.0,0,0,0.0,1,2,0.5,1,0,1,0,0,0,0,0,1,-3,1
22021,1630208,0022100703,"JAN 23, 2022",CHA vs. ATL,L,2,0,0,0.0,0,0,0.0,0,2,0.0,0,1,1,0,0,0,0,0,0,-6,1
22021,1630208,0022100684,"JAN 21, 2022",CHA vs. OKC,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,1
22021,1630208,0022100567,"JAN 05, 2022",CHA vs. DET,W,4,2,3,0.667,0,0,0.0,3,3,1.0,0,2,2,0,1,0,1,0,7,-6,1
22021,1630208,0022100549,"JAN 02, 2022",CHA vs. PHX,L,16,3,4,0.75,0,0,0.0,2,3,0.667,1,6,7,0,0,2,2,1,8,-6,1
22021,1630208,0022100501,"DEC 27, 2021",CHA vs. HOU,W,16,4,5,0.8,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,2,8,13,1
22021,1630208,0022100366,"DEC 08, 2021",CHA vs. PHI,L,21,3,5,0.6,0,0,0.0,2,2,1.0,0,3,3,1,0,0,1,4,8,-6,1
22021,1630208,0022100353,"DEC 06, 2021",CHA vs. PHI,L,18,5,5,1.0,0,0,0.0,2,2,1.0,3,2,5,2,0,0,0,1,12,-8,1
22021,1630208,0022100281,"NOV 26, 2021",CHA vs. MIN,W,15,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,0,0,1,1,4,2,0,1
22021,1630208,0022100230,"NOV 19, 2021",CHA vs. IND,W,5,0,1,0.0,0,0,0.0,1,2,0.5,0,1,1,2,0,0,0,1,1,2,1
22021,1630208,0022100213,"NOV 17, 2021",CHA vs. WAS,W,14,3,4,0.75,0,0,0.0,0,0,0.0,1,1,2,0,0,2,1,4,6,-1,1
22021,1630208,0022100174,"NOV 12, 2021",CHA vs. NYK,W,11,2,3,0.667,0,0,0.0,1,2,0.5,3,1,4,0,0,0,1,2,5,-8,1
22021,1630208,0022100094,"NOV 01, 2021",CHA vs. CLE,L,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,2,1
22021,1630208,0022100041,"OCT 25, 2021",CHA vs. BOS,L,14,3,4,0.75,0,0,0.0,1,1,1.0,1,2,3,0,0,3,1,1,7,-3,1
22021,1630209,0022101181,"APR 05, 2022",MIA vs. CHA,W,15,1,1,1.0,0,0,0.0,1,2,0.5,2,5,7,0,1,0,0,3,3,12,1
22021,1630209,0022101125,"MAR 28, 2022",MIA vs. SAC,W,2,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,2,-1,1
22021,1630209,0022101111,"MAR 26, 2022",MIA vs. BKN,L,8,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,16,1
22021,1630209,0022101052,"MAR 18, 2022",MIA vs. OKC,W,4,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,0,0,0,1,0,0,-5,1
22021,1630209,0022100998,"MAR 11, 2022",MIA vs. CLE,W,1,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,0,1
22021,1630209,0022100983,"MAR 09, 2022",MIA vs. PHX,L,4,3,3,1.0,0,0,0.0,1,2,0.5,0,3,3,1,0,0,1,0,7,5,1
22021,1630209,0022100970,"MAR 07, 2022",MIA vs. HOU,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-3,1
22021,1630209,0022100956,"MAR 05, 2022",MIA vs. PHI,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1
22021,1630209,0022100922,"FEB 28, 2022",MIA vs. CHI,W,5,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,1,0,0,1,1,2,-10,1
22021,1630209,0022100868,"FEB 15, 2022",MIA vs. DAL,L,15,5,8,0.625,0,0,0.0,1,2,0.5,4,4,8,1,0,0,1,1,11,-8,1
22021,1630209,0022100727,"JAN 26, 2022",MIA vs. NYK,W,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-3,1
22021,1630209,0022100672,"JAN 19, 2022",MIA vs. POR,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22021,1630209,0022100645,"JAN 15, 2022",MIA vs. PHI,L,24,10,12,0.833,0,0,0.0,2,3,0.667,4,7,11,1,0,1,1,5,22,-13,1
22021,1630209,0022100636,"JAN 14, 2022",MIA vs. ATL,W,28,7,9,0.778,0,0,0.0,3,5,0.6,3,8,11,4,0,0,1,3,17,8,1
22021,1630209,0022100509,"DEC 28, 2021",MIA vs. WAS,W,32,4,12,0.333,0,0,0.0,2,2,1.0,7,7,14,1,3,0,0,4,10,-2,1
22021,1630209,0022100493,"DEC 26, 2021",MIA vs. ORL,W,33,8,15,0.533,0,0,0.0,0,2,0.0,6,9,15,1,0,0,3,4,16,1,1
22021,1630209,0022100479,"DEC 23, 2021",MIA vs. DET,W,25,4,8,0.5,0,0,0.0,0,0,0.0,2,10,12,1,1,0,5,4,8,16,1
22021,1630209,0022100465,"DEC 21, 2021",MIA vs. IND,W,22,3,7,0.429,0,1,0.0,2,2,1.0,6,7,13,1,2,2,2,6,8,20,1
22021,1630209,0022100394,"DEC 11, 2021",MIA vs. CHI,W,7,1,2,0.5,0,1,0.0,2,2,1.0,1,5,6,0,0,1,0,2,4,-4,1
22021,1630209,0022100370,"DEC 08, 2021",MIA vs. MIL,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,2,-7,1
22021,1630209,0022100356,"DEC 06, 2021",MIA vs. MEM,L,17,3,6,0.5,0,1,0.0,0,0,0.0,1,3,4,2,1,2,0,2,6,2,1
22021,1630209,0022100323,"DEC 01, 2021",MIA vs. CLE,L,4,1,4,0.25,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,2,1,1
22021,1630209,0022100306,"NOV 29, 2021",MIA vs. DEN,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,8,1
22021,1630209,0022100225,"NOV 18, 2021",MIA vs. WAS,W,1,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-1,1
22021,1630209,0022100217,"NOV 17, 2021",MIA vs. NOP,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-1,1
22021,1630209,0022100121,"NOV 04, 2021",MIA vs. BOS,L,4,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,5,1
22021,1630209,0022100045,"OCT 25, 2021",MIA vs. ORL,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1
22021,1630209,0022100015,"OCT 21, 2021",MIA vs. MIL,W,8,4,6,0.667,0,0,0.0,0,1,0.0,0,3,3,0,0,0,0,0,8,4,1
22021,1630210,0022101220,"APR 10, 2022",DEN vs. LAL,L,24,8,17,0.471,2,8,0.25,7,8,0.875,2,1,3,1,1,0,0,5,25,-17,1
22021,1630210,0022101201,"APR 07, 2022",DEN vs. MEM,W,3,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-9,1
22021,1630210,0022101068,"MAR 20, 2022",DEN vs. BOS,L,5,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,0,1,0,0,0,6,5,1
