SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22015,708,0021500658,"JAN 23, 2016",MIN vs. MEM,W,9,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,12,1
22015,708,0021500610,"JAN 17, 2016",MIN vs. PHX,W,15,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,2,2,0,0,2,0,11,1
22015,708,0021500574,"JAN 12, 2016",MIN vs. OKC,L,9,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,1,0,-11,1
22015,708,0021500557,"JAN 10, 2016",MIN vs. DAL,L,7,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,3,2,11,1
22015,708,0021500543,"JAN 08, 2016",MIN vs. CLE,L,7,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,5,1
22015,708,0021500530,"JAN 06, 2016",MIN vs. DEN,L,21,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,4,1,1,2,3,4,11,1
22015,708,0021500500,"JAN 02, 2016",MIN vs. MIL,L,16,2,4,0.5,0,1,0.0,0,0,0.0,1,5,6,2,1,0,1,2,4,3,1
22015,708,0021500479,"DEC 30, 2015",MIN vs. UTA,W,18,4,5,0.8,0,0,0.0,0,0,0.0,0,6,6,0,0,0,0,4,8,12,1
22015,708,0021500448,"DEC 26, 2015",MIN vs. IND,L,11,1,4,0.25,0,0,0.0,0,0,0.0,0,3,3,1,2,0,0,3,2,2,1
22015,708,0021500431,"DEC 23, 2015",MIN vs. SAS,L,11,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,0,1,0,0,1,4,-10,1
22015,708,0021500392,"DEC 18, 2015",MIN vs. SAC,W,21,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,3,0,2,0,0,2,8,1
22015,708,0021500368,"DEC 15, 2015",MIN vs. DEN,L,13,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,0,1,0,0,2,6,-5,1
22015,708,0021500325,"DEC 09, 2015",MIN vs. LAL,W,15,3,3,1.0,0,0,0.0,0,0,0.0,1,3,4,4,1,0,0,2,6,5,1
22015,708,0021500311,"DEC 07, 2015",MIN vs. LAC,L,19,2,5,0.4,0,0,0.0,1,2,0.5,0,3,3,2,1,0,1,5,5,-16,1
22015,708,0021500294,"DEC 05, 2015",MIN vs. POR,L,16,2,4,0.5,0,0,0.0,1,2,0.5,0,2,2,2,0,1,1,1,5,-4,1
22015,708,0021500265,"DEC 01, 2015",MIN vs. ORL,L,20,1,4,0.25,0,0,0.0,2,2,1.0,2,6,8,0,0,3,2,1,4,-12,1
22015,708,0021500222,"NOV 25, 2015",MIN vs. ATL,W,15,2,3,0.667,0,0,0.0,0,0,0.0,0,3,3,2,1,0,0,3,4,-5,1
22015,708,0021500206,"NOV 23, 2015",MIN vs. PHI,W,18,4,5,0.8,0,0,0.0,0,0,0.0,0,10,10,1,2,0,0,0,8,6,1
22015,708,0021500181,"NOV 20, 2015",MIN vs. DET,L,14,0,2,0.0,0,0,0.0,0,0,0.0,0,4,4,0,2,0,0,2,0,-7,1
22015,708,0021500146,"NOV 15, 2015",MIN vs. MEM,L,24,4,4,1.0,0,0,0.0,0,0,0.0,0,5,5,4,3,0,0,1,8,0,1
22015,708,0021500125,"NOV 12, 2015",MIN vs. GSW,L,12,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5,2,0,0,1,2,0,-14,1
22015,708,0021500071,"NOV 05, 2015",MIN vs. MIA,L,11,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,1,0,0,0,2,0,4,1
22015,708,0021500050,"NOV 02, 2015",MIN vs. POR,L,17,0,3,0.0,0,0,0.0,0,2,0.0,0,1,1,1,1,0,0,0,0,-10,1
22015,977,0021501228,"APR 13, 2016",LAL vs. UTA,W,42,22,50,0.44,6,21,0.286,10,12,0.833,0,4,4,4,1,1,2,1,60,7,1
22015,977,0021501172,"APR 06, 2016",LAL vs. LAC,L,28,6,19,0.316,1,6,0.167,4,4,1.0,0,3,3,1,1,0,1,1,17,-15,1
